age,employment_type,years_employed,annual_income,monthly_debt,loan_amount_requested,loan_purpose,credit_score,missed_payments,savings,dti_ratio,loan_to_income,defaulted
41,Salaried,7,1270713.7,49928.59,1676213.1,Personal,585,2,294354.37,47.1501,1.319112,0
22,Salaried,4,3784430.5,68887.53,8496174.67,Home,626,0,449564.41,21.8435,2.245034,0
28,Self-Employed,10,1999132.41,26557.86,7180048.71,Home,841,0,746813.13,15.9416,3.591582,0
29,Self-Employed,3,501811.23,3298.8,2326987.0,Home,755,2,393701.29,7.8885,4.637176,0
36,Salaried,14,970172.8,42453.22,4061805.81,Business,593,1,198487.78,52.5101,4.186683,1
32,Self-Employed,0,2398041.05,33877.51,3402413.2,Personal,651,1,162311.15,16.9526,1.41883,0
24,Salaried,4,2253564.02,105590.38,7025379.82,Home,641,0,309160.21,56.2258,3.117453,1
50,Self-Employed,0,1189169.03,5350.11,489480.21,Personal,900,0,156253.43,5.3988,0.411615,0
44,Self-Employed,4,1610176.81,113681.58,9438354.07,Home,666,1,80985.4,84.7223,5.861688,1
21,Self-Employed,0,1047203.56,38792.81,1281072.72,Vehicle,689,3,257627.5,44.453,1.223327,0
31,Salaried,10,755194.78,28978.54,2365515.08,Business,787,2,207567.17,46.0467,3.132324,0
27,Self-Employed,0,1915312.61,101108.53,2014784.06,Vehicle,752,1,96916.06,63.3475,1.051935,1
22,Salaried,4,2476728.48,76541.83,7817161.85,Home,639,1,400715.02,37.0853,3.156245,0
30,Salaried,1,1091557.97,21732.95,2466740.08,Home,526,4,411965.79,23.892,2.259834,0
53,Salaried,10,1174157.47,47042.5,1691823.52,Vehicle,900,2,490263.95,48.0779,1.440883,1
33,Salaried,3,617423.35,18742.02,2492580.56,Home,856,0,716219.46,36.4263,4.037069,1
35,Salaried,15,933531.03,7465.55,403515.94,Personal,686,0,288046.15,9.5965,0.432247,0
39,Business Owner,12,1517046.61,13964.48,906526.72,Vehicle,728,0,52808.58,11.0461,0.59756,0
31,Self-Employed,9,803537.37,33586.31,1264798.03,Personal,755,1,524164.39,50.1577,1.574038,0
32,Salaried,5,1594016.55,74131.87,6924379.16,Business,823,3,328924.53,55.8076,4.343982,1
48,Freelancer,6,1785038.55,87384.15,1918063.31,Personal,528,2,434146.76,58.7444,1.074522,0
23,Business Owner,2,1242940.07,46202.0,892047.49,Personal,646,1,76427.23,44.6059,0.717691,1
35,Salaried,1,2278016.69,56485.15,6073528.89,Education,549,1,327481.51,29.7549,2.666148,0
21,Business Owner,1,1755126.45,56247.87,4088358.68,Home,715,0,95333.72,38.4573,2.329381,0
40,Business Owner,8,1354064.86,21739.76,4737069.24,Education,701,0,282359.15,19.2662,3.498406,0
27,Self-Employed,8,1060515.28,20720.01,4110258.64,Business,723,0,510430.68,23.4452,3.875718,0
54,Freelancer,8,2641420.63,37089.33,7514128.75,Home,562,0,314162.32,16.8497,2.84473,0
38,Salaried,14,2305922.62,83959.92,2304217.65,Vehicle,656,0,261946.41,43.6927,0.999261,0
37,Salaried,11,3906667.57,19580.55,3687975.34,Personal,804,0,252516.34,6.0145,0.944021,0
46,Business Owner,4,2761197.21,152783.21,4926998.44,Vehicle,831,1,735769.31,66.3987,1.78437,0
32,Business Owner,2,1863765.45,49560.74,983535.97,Vehicle,695,2,324265.27,31.9101,0.527714,0
26,Business Owner,6,1720945.48,15800.8,4199082.56,Business,611,1,733460.45,11.0178,2.439986,0
34,Salaried,2,1679835.84,64146.33,3997127.78,Education,856,0,283145.18,45.8233,2.379475,0
29,Business Owner,4,1910658.79,89644.5,2211654.34,Vehicle,757,0,195073.5,56.3017,1.157535,1
29,Salaried,8,1213270.9,35263.12,897181.8,Vehicle,623,1,313590.8,34.8774,0.739474,0
34,Salaried,8,1835673.5,42139.28,9677569.22,Home,743,0,317964.12,27.5469,5.271945,0
43,Salaried,6,1621922.6,18460.75,7169032.42,Home,685,0,122133.79,13.6584,4.420083,0
34,Self-Employed,12,1459712.9,7969.83,592145.69,Personal,800,0,114490.77,6.5518,0.405659,0
35,Salaried,8,2609730.24,115127.36,2174737.92,Personal,643,0,565690.11,52.9376,0.833319,0
36,Salaried,12,636491.94,23549.97,689687.83,Vehicle,900,2,110659.14,44.3996,1.083577,0
38,Salaried,4,1196636.81,32250.87,5741232.93,Home,571,0,710389.7,32.3415,4.797807,0
32,Salaried,10,1140529.27,21312.01,2518170.64,Business,718,3,243157.17,22.4233,2.207897,0
23,Salaried,3,3213848.27,74960.51,16949192.3,Home,530,0,205705.32,27.9891,5.2738,1
39,Self-Employed,9,952138.72,36158.73,759368.9,Personal,713,2,202158.1,45.5716,0.79754,0
36,Business Owner,5,579027.01,17602.13,801397.39,Personal,769,0,577435.58,36.4794,1.384041,0
53,Salaried,5,6646631.56,166147.3,10843590.7,Personal,594,1,215612.74,29.9967,1.631442,0
41,Freelancer,8,1885037.88,43822.02,3511068.88,Business,721,0,185927.69,27.8967,1.862599,1
25,Salaried,7,864466.91,50646.11,1989549.24,Home,632,0,120852.24,70.3038,2.301475,0
30,Self-Employed,8,858134.44,37741.93,3176895.68,Business,893,0,240509.24,52.7776,3.702096,0
29,Salaried,3,1406120.71,55639.68,820699.21,Personal,687,1,241046.72,47.4836,0.583662,0
41,Business Owner,13,3064824.36,102538.39,7447169.51,Education,612,1,198893.14,40.1478,2.429885,0
47,Business Owner,9,1087242.92,32496.21,1507633.51,Personal,659,2,200678.12,35.8664,1.386657,0
29,Self-Employed,11,4070499.71,92178.95,16442495.45,Business,823,0,153073.54,27.1747,4.039429,0
43,Salaried,7,1322409.69,42787.17,1973757.29,Vehicle,632,1,215839.75,38.8265,1.492546,0
33,Business Owner,13,3280214.85,46076.64,14459858.21,Home,726,2,570416.0,16.8562,4.408205,0
41,Self-Employed,14,1914388.05,42144.7,1066664.18,Vehicle,571,1,2152890.94,26.4177,0.557183,0
43,Salaried,7,1026192.95,15024.79,1303200.24,Personal,724,1,499735.98,17.5695,1.269937,0
30,Freelancer,10,2301955.15,53562.19,4132626.3,Education,675,1,213821.51,27.9218,1.795268,0
47,Business Owner,7,3243601.62,102711.29,1259270.32,Personal,752,0,710631.91,37.999,0.388232,0
44,Business Owner,7,1133307.36,12870.13,1353065.38,Personal,849,2,339683.31,13.6275,1.193909,0
36,Salaried,13,558216.77,2426.64,1042464.25,Vehicle,625,2,336804.32,5.2166,1.86749,0
24,Business Owner,0,2115598.96,50224.98,1193755.57,Vehicle,702,1,304849.76,28.4884,0.564264,0
28,Freelancer,3,4957492.71,118112.43,19398827.46,Home,627,2,319391.88,28.59,3.913032,1
23,Salaried,0,898693.63,35399.75,1754710.06,Vehicle,674,0,152713.4,47.2683,1.952512,0
45,Salaried,7,918991.5,28388.75,1703763.44,Business,743,0,285360.34,37.0694,1.853949,0
31,Salaried,8,1459759.64,23645.6,7299585.52,Home,752,2,564079.01,19.4379,5.000539,0
31,Self-Employed,12,985622.18,29276.25,820132.61,Vehicle,774,0,215025.82,35.644,0.832096,0
39,Salaried,11,838252.34,7282.59,880853.23,Vehicle,695,2,138248.78,10.4254,1.050821,0
24,Salaried,4,1456540.34,58027.24,3206781.99,Home,690,0,398223.49,47.8069,2.201643,0
29,Salaried,3,2040550.01,65232.08,3089637.45,Education,625,0,1090690.52,38.3615,1.51412,0
27,Salaried,3,1779619.03,30511.81,1936335.51,Education,601,2,166159.11,20.5742,1.088062,1
28,Salaried,4,958068.44,16445.86,1432969.6,Vehicle,720,0,394324.62,20.5988,1.495686,0
25,Freelancer,7,2196537.11,91748.15,2134646.64,Education,646,0,348577.8,50.1233,0.971824,0
40,Salaried,3,803196.07,32687.36,575128.76,Vehicle,692,2,176848.51,48.8359,0.71605,0
22,Salaried,2,837297.87,12764.17,3827935.53,Business,617,0,419168.82,18.2934,4.571773,0
34,Salaried,11,3179265.24,104222.09,17423328.94,Home,781,3,180721.69,39.3382,5.480301,1
25,Salaried,1,945438.81,32391.15,3844666.6,Business,735,2,104796.85,41.1125,4.066542,0
40,Salaried,10,1887249.13,97017.18,5706662.05,Education,551,0,103381.22,61.688,3.023799,0
34,Self-Employed,16,676039.74,34452.88,1089588.17,Personal,625,2,387378.87,61.1554,1.611722,0
34,Salaried,7,1788865.1,19359.18,6946207.69,Home,575,0,247191.21,12.9865,3.883025,1
23,Freelancer,5,534178.07,15266.57,2457396.67,Home,654,1,1251001.95,34.2955,4.600332,1
33,Salaried,8,1377668.0,12441.43,1621685.97,Vehicle,651,1,123749.42,10.8369,1.177124,0
34,Salaried,3,1313121.15,25659.93,886445.42,Personal,727,0,100920.3,23.4494,0.675068,1
38,Salaried,13,1416387.8,50352.92,5795920.01,Home,733,0,542937.75,42.6603,4.092043,0
40,Salaried,5,1587362.74,52013.49,1409293.8,Personal,792,0,437754.1,39.3207,0.887821,0
27,Salaried,6,745755.61,31684.35,2879980.59,Home,794,0,147961.64,50.9835,3.861829,0
27,Salaried,4,1292499.65,61350.19,5990419.39,Home,684,0,106921.63,56.9596,4.634755,0
25,Salaried,7,2268975.05,16695.58,5859932.22,Education,664,0,135182.17,8.8298,2.582634,0
46,Freelancer,3,1286103.32,32421.97,1787355.19,Vehicle,664,2,425912.87,30.2514,1.389745,0
34,Salaried,4,832325.02,39622.71,2150174.04,Home,804,1,50216.06,57.1258,2.583335,0
25,Salaried,7,558678.51,20623.45,1099926.58,Education,712,3,457893.6,44.2976,1.968801,0
31,Salaried,9,1282684.01,20471.05,5030343.61,Business,623,1,249884.61,19.1515,3.921733,0
43,Salaried,6,1465080.96,39984.02,1079331.53,Vehicle,698,0,74312.69,32.7496,0.736704,0
40,Freelancer,5,1802149.11,96846.22,4360222.28,Education,757,2,224874.54,64.4872,2.419457,1
31,Business Owner,5,1413830.05,12652.55,2404493.46,Vehicle,706,2,501797.13,10.739,1.700695,0
28,Self-Employed,7,2020645.73,72659.81,6162480.36,Education,738,1,186416.62,43.1504,3.049758,0
46,Salaried,3,1838865.86,77090.57,4308220.66,Home,696,0,500022.78,50.3075,2.342868,0
31,Salaried,10,5355197.63,229943.82,9149578.1,Personal,665,0,216289.21,51.5261,1.708542,1
34,Salaried,7,1722783.85,67755.84,8130635.74,Home,661,1,222675.66,47.1951,4.719475,1
26,Salaried,4,3029497.16,167418.85,2571624.48,Vehicle,659,2,963701.55,66.3155,0.848862,0
28,Salaried,6,1432327.32,38524.62,3159926.7,Business,628,0,26085.17,32.2758,2.206148,0
39,Salaried,10,935245.62,25179.9,1795566.87,Vehicle,577,0,288689.97,32.308,1.919888,0
39,Salaried,9,269572.54,14849.78,975222.85,Business,666,1,120010.4,66.1037,3.617664,0
38,Self-Employed,8,2307187.57,108282.18,2877601.86,Vehicle,719,3,666513.52,56.3191,1.247234,1
35,Business Owner,14,2737052.55,76360.82,2578534.81,Education,676,0,397415.42,33.4787,0.942085,0
38,Self-Employed,5,1269273.52,65092.95,1908151.16,Education,501,0,178992.15,61.5404,1.503341,0
37,Salaried,8,1075268.49,57342.29,1502003.08,Personal,715,2,163528.95,63.994,1.396863,0
31,Salaried,13,1634006.18,22456.94,1777329.49,Vehicle,695,0,704422.26,16.4922,1.087713,0
24,Salaried,3,1472844.48,27892.45,6698032.12,Home,837,0,211427.65,22.7254,4.547685,0
26,Self-Employed,5,556029.38,18379.7,1231779.76,Business,777,3,392997.49,39.6663,2.215314,0
28,Business Owner,3,1689767.13,64651.75,4363539.36,Business,657,0,137664.18,45.9129,2.582332,0
33,Salaried,14,417407.2,25277.31,1955780.33,Business,675,2,57359.08,72.6695,4.685545,1
31,Self-Employed,0,1466088.79,43491.38,7037190.13,Home,828,1,186805.63,35.5979,4.799975,1
21,Self-Employed,3,896808.45,35397.26,3053318.81,Business,700,1,560053.98,47.3643,3.40465,0
37,Self-Employed,0,994836.23,28296.49,3669907.23,Home,690,0,99332.18,34.132,3.688956,0
26,Freelancer,5,2683110.28,35533.87,5030416.73,Vehicle,672,0,445142.25,15.8922,1.874845,0
40,Self-Employed,10,2108586.63,63288.12,1377553.46,Personal,639,0,193404.26,36.0174,0.653307,0
32,Business Owner,12,2362058.17,46804.06,2780227.08,Vehicle,610,0,311150.56,23.7779,1.177036,0
37,Salaried,6,896929.65,25435.44,1480523.41,Vehicle,793,0,329793.95,34.03,1.650657,0
28,Salaried,9,905691.56,28130.95,3591168.06,Business,621,0,381339.76,37.2722,3.965112,0
37,Salaried,7,1044445.3,45131.58,2877571.64,Home,679,0,201758.58,51.8533,2.75512,0
25,Salaried,7,545825.9,26892.4,1663702.6,Education,740,1,67245.05,59.123,3.048046,0
35,Business Owner,7,1124249.01,26282.33,848068.61,Personal,580,0,339294.27,28.0532,0.754342,0
25,Salaried,2,2700981.2,71456.14,8763608.82,Business,675,1,349163.05,31.7467,3.244602,0
27,Salaried,9,1154084.55,27763.6,780642.7,Vehicle,594,3,188162.16,28.8682,0.676417,0
24,Salaried,0,1197183.44,39970.94,1993288.49,Vehicle,787,0,741529.27,40.065,1.664982,0
35,Salaried,0,1843238.32,22003.38,3065519.84,Vehicle,812,1,372727.39,14.3248,1.663116,0
25,Business Owner,6,1021436.56,52318.8,4483586.7,Home,752,0,95704.86,61.465,4.389491,0
24,Salaried,6,1987811.83,72758.49,994314.62,Personal,673,0,202562.27,43.9228,0.500206,1
33,Salaried,11,1141217.46,13389.72,880749.71,Personal,805,3,642862.02,14.0794,0.771763,0
39,Salaried,10,2453791.75,96500.94,1839194.25,Personal,801,1,196811.53,47.1927,0.749532,0
31,Salaried,3,1550223.04,43338.15,2230299.17,Personal,631,5,319716.18,33.5473,1.438696,0
44,Salaried,12,1330019.37,42256.33,2949223.34,Business,598,3,285572.34,38.1255,2.217429,0
33,Self-Employed,4,2104009.86,42298.41,11668146.18,Home,642,3,216013.51,24.1245,5.545671,1
44,Salaried,9,2021163.84,26302.35,3012887.88,Vehicle,591,1,284544.15,15.6162,1.49067,0
30,Self-Employed,7,690909.32,15708.1,2018778.34,Home,669,1,162472.44,27.2825,2.921915,0
21,Business Owner,2,747797.1,38601.99,450837.73,Vehicle,765,3,175647.05,61.9451,0.602888,1
27,Self-Employed,9,1715186.19,20261.83,4298930.19,Education,554,1,882940.34,14.1758,2.506393,0
34,Salaried,12,1454002.75,34429.73,1519983.68,Education,676,1,230942.78,28.4151,1.045379,0
35,Business Owner,14,1877485.59,21454.51,3715849.45,Business,665,2,193164.98,13.7127,1.979163,0
29,Salaried,10,615296.62,9669.74,719866.72,Personal,745,1,465262.43,18.8587,1.169951,0
30,Self-Employed,5,1981230.61,55545.3,967483.11,Personal,885,3,202712.27,33.6429,0.488324,0
46,Salaried,5,1121131.95,50188.39,2925883.6,Business,657,0,78643.71,53.719,2.609758,0
25,Salaried,0,958715.28,34172.73,983228.76,Personal,717,3,140947.59,42.7732,1.025569,1
26,Business Owner,8,4110161.66,107565.34,22440683.16,Home,636,0,1417913.43,31.4047,5.459805,0
38,Self-Employed,7,2477994.45,74381.98,4760836.01,Vehicle,569,0,542366.52,36.0204,1.921246,0
21,Self-Employed,0,1977793.55,103596.96,3105794.64,Education,698,2,592776.89,62.8561,1.570333,1
38,Self-Employed,6,1278214.75,14343.92,4044479.08,Home,559,2,317624.51,13.4662,3.164162,0
32,Salaried,4,550452.85,723.57,188587.65,Personal,520,1,165391.12,1.5774,0.342605,0
29,Freelancer,3,1674189.44,82847.59,3598281.13,Home,832,1,320371.94,59.3822,2.149268,0
38,Business Owner,3,744819.38,23160.53,1779535.04,Home,758,1,60347.82,37.3146,2.389217,0
46,Freelancer,0,1292440.77,55560.54,3695634.27,Business,649,0,121855.27,51.5866,2.859423,0
28,Business Owner,2,533883.13,17431.79,2008812.77,Home,691,0,59469.11,39.1811,3.762645,1
36,Business Owner,5,1917686.17,50584.65,9267387.5,Business,834,4,506398.93,31.6536,4.832588,0
21,Salaried,3,1364529.43,15075.51,1891363.23,Personal,712,1,338787.37,13.2578,1.386092,0
31,Salaried,1,663504.17,21352.51,3057391.72,Business,743,2,726985.65,38.6177,4.607947,1
32,Salaried,12,1962207.17,51193.43,6591609.53,Business,646,2,287578.91,31.3077,3.359283,0
38,Self-Employed,6,1900178.87,42045.58,1814403.04,Vehicle,608,1,224626.41,26.5526,0.954859,0
39,Salaried,11,2877937.42,173654.96,11645093.88,Home,554,0,550020.26,72.4081,4.046333,0
42,Freelancer,12,989754.18,32067.14,4601473.69,Business,672,2,168233.63,38.8789,4.649108,0
26,Self-Employed,8,1265530.57,20334.46,5993574.98,Home,816,0,246871.57,19.2815,4.736018,1
22,Salaried,3,1877207.75,74496.86,10965010.74,Home,705,2,321869.59,47.6219,5.841128,1
37,Self-Employed,5,2124842.65,24946.37,1199902.33,Vehicle,578,0,607075.71,14.0884,0.564702,0
35,Salaried,7,1975705.35,77720.88,4444231.24,Home,789,0,116374.82,47.206,2.24944,0
34,Salaried,13,5463766.05,247008.37,10238225.96,Vehicle,604,0,67063.05,54.2501,1.87384,0
39,Freelancer,5,2107134.17,98757.53,2377196.84,Education,607,2,487845.9,56.2418,1.128166,1
41,Self-Employed,2,469476.03,17734.67,384001.28,Personal,739,0,139058.91,45.3305,0.817936,0
24,Salaried,5,1044241.87,25177.56,2157957.34,Home,763,1,219208.03,28.933,2.06653,0
35,Salaried,3,444855.31,19057.6,743688.32,Personal,552,2,502850.92,51.408,1.671753,1
31,Business Owner,13,931877.63,23843.59,3255743.39,Education,533,1,269405.98,30.7039,3.493746,0
25,Self-Employed,3,399702.58,18547.13,508096.08,Education,744,4,1898847.75,55.6828,1.271185,1
24,Business Owner,4,2103724.84,48810.62,10346449.58,Home,667,0,138105.22,27.8424,4.918157,0
29,Salaried,9,1493367.38,18143.07,4771255.82,Business,583,0,248775.0,14.5789,3.194965,0
29,Salaried,3,809807.71,16871.84,2504983.38,Home,743,2,300353.44,25.0013,3.093306,0
21,Salaried,2,2336653.04,38662.98,1629122.04,Personal,704,1,249728.46,19.8556,0.697203,0
21,Self-Employed,0,1709405.06,59912.56,6401212.3,Business,729,0,715229.07,42.0585,3.744702,0
29,Salaried,4,795572.49,7105.42,1114242.26,Personal,769,0,264848.47,10.7174,1.400554,0
39,Salaried,7,997301.61,24509.72,4022315.46,Home,643,1,1237418.44,29.4912,4.033199,0
38,Salaried,16,721431.91,36909.0,1016038.63,Personal,619,0,216209.37,61.3929,1.408364,0
45,Salaried,5,2014168.12,5499.93,4398257.26,Business,652,0,188732.79,3.2767,2.183659,0
33,Salaried,7,924013.82,35729.65,782879.2,Personal,716,1,140481.6,46.4014,0.847259,0
38,Self-Employed,5,1541594.89,22237.7,3431010.58,Home,798,2,135315.13,17.3102,2.225624,0
30,Salaried,2,1638479.58,44010.8,3440500.64,Education,617,0,84144.02,32.2329,2.099813,0
40,Self-Employed,5,2341585.58,120290.26,2403041.59,Education,636,0,396280.26,61.6455,1.026245,0
22,Business Owner,4,2189798.22,24722.59,963313.97,Personal,690,0,173504.88,13.5479,0.43991,0
23,Self-Employed,0,2724815.79,90051.09,4449521.36,Personal,691,3,1374694.73,39.6582,1.632962,0
28,Salaried,4,2344359.86,86720.06,7318307.86,Business,672,1,202196.14,44.3891,3.121666,0
28,Salaried,6,3050508.61,67101.52,15414145.92,Home,613,3,125004.57,26.3962,5.052976,1
27,Self-Employed,6,1442560.41,44043.34,927039.79,Vehicle,738,0,391283.4,36.6376,0.642635,1
38,Business Owner,0,1362519.1,43720.53,585558.49,Personal,717,2,124089.1,38.5056,0.429762,0
40,Salaried,14,2325095.01,110571.03,3184890.52,Personal,726,0,485781.5,57.0666,1.369789,0
21,Salaried,3,738960.08,31174.15,1978955.43,Home,567,1,183289.05,50.6238,2.678028,1
34,Salaried,11,948360.43,47577.06,834008.7,Vehicle,523,0,189792.89,60.2012,0.879422,0
30,Business Owner,12,860512.4,17457.24,2582316.54,Business,748,0,116258.9,24.3444,3.000906,0
32,Salaried,10,747129.5,42672.58,1080835.11,Personal,839,0,1045352.45,68.5384,1.44665,0
28,Salaried,10,1574533.6,62099.7,1052206.24,Personal,705,0,243188.64,47.3281,0.668265,0
21,Freelancer,1,652230.45,9358.92,3772965.72,Home,798,0,288654.96,17.2189,5.784713,0
47,Self-Employed,9,2109390.72,50616.4,1226064.97,Vehicle,621,0,838188.6,28.7949,0.581241,0
31,Business Owner,12,723853.32,20419.33,1508148.81,Home,704,1,200344.1,33.8511,2.083501,0
36,Self-Employed,6,2124236.44,30185.76,10298277.49,Home,727,2,391160.71,17.0522,4.84799,0
45,Salaried,9,1570721.15,24095.88,9109151.5,Home,701,0,465653.97,18.4088,5.799343,0
46,Business Owner,13,1510517.14,27146.79,2304860.07,Personal,653,1,688226.97,21.5662,1.525875,0
24,Business Owner,1,2431685.65,100059.83,1343736.05,Vehicle,818,3,286784.06,49.378,0.552594,0
21,Business Owner,1,1596416.23,58858.36,2020760.34,Personal,602,0,226010.12,44.2429,1.26581,1
30,Salaried,12,1615240.77,49862.72,6535388.17,Home,648,1,341292.93,37.0442,4.046077,0
44,Business Owner,5,965558.69,47820.75,772650.16,Education,796,0,490295.25,59.4318,0.80021,0
28,Salaried,10,936178.43,36846.47,1278330.98,Personal,697,0,382428.84,47.2301,1.365478,0
43,Salaried,11,2646903.4,117565.31,4009789.44,Business,612,1,211190.29,53.2994,1.514898,1
26,Salaried,8,917453.72,39550.67,807226.37,Vehicle,900,1,60280.61,51.731,0.879855,0
32,Salaried,5,2760899.24,76700.42,6704078.02,Education,834,1,1515631.3,33.3371,2.428223,0
34,Salaried,9,1566594.81,58455.65,4803088.12,Business,900,4,119629.87,44.7766,3.065942,0
34,Self-Employed,10,1591850.14,89346.06,9181752.84,Home,654,4,1083578.0,67.3526,5.767976,1
28,Self-Employed,7,1926338.23,62653.38,3742376.45,Vehicle,715,2,388962.27,39.0295,1.942741,0
27,Business Owner,4,1889888.99,86029.94,5559180.88,Home,779,0,337024.13,54.6254,2.941538,1
24,Salaried,3,904933.98,23907.83,2698153.08,Education,793,1,335738.9,31.7033,2.981602,0
37,Self-Employed,9,1743373.08,37304.61,2676303.43,Vehicle,551,2,72982.7,25.6775,1.535129,0
34,Salaried,9,1021653.5,23593.92,4084443.41,Home,770,2,379083.6,27.7126,3.997875,1
31,Salaried,3,4020452.79,98934.2,7261979.56,Vehicle,701,0,909298.51,29.5293,1.806259,0
43,Salaried,11,766319.71,35526.13,2057962.66,Business,900,0,87274.48,55.6313,2.685514,0
45,Salaried,5,1654259.52,18185.48,4619721.83,Education,654,0,334712.63,13.1917,2.792622,0
36,Self-Employed,7,1705376.26,69475.76,1191211.44,Vehicle,803,1,375208.44,48.8871,0.698504,0
30,Freelancer,1,1072522.12,14060.06,1135862.76,Education,646,0,546213.59,15.7312,1.059058,0
30,Salaried,11,3181884.04,111117.33,18491798.63,Home,661,1,1743128.5,41.9062,5.811588,0
33,Salaried,11,2661737.71,76657.99,2840038.7,Personal,726,0,246105.14,34.56,1.066987,0
21,Salaried,1,4313634.64,98252.98,6410540.99,Personal,722,0,113525.68,27.3328,1.486111,0
23,Business Owner,4,1110937.49,27786.85,2578417.9,Business,818,1,514704.13,30.0145,2.320939,0
38,Freelancer,5,1687023.79,11085.95,1315600.85,Personal,881,0,145114.31,7.8856,0.779835,0
34,Self-Employed,3,1714734.93,31755.4,3054310.85,Personal,725,1,250052.94,22.223,1.781215,0
41,Freelancer,11,3090688.43,62684.95,11500781.35,Business,666,1,371962.41,24.3382,3.721107,1
41,Business Owner,9,839362.55,27782.49,696459.35,Vehicle,657,0,981858.06,39.7194,0.829748,0
43,Salaried,15,2118052.53,60643.5,1858359.89,Personal,755,2,169652.37,34.3581,0.877391,0
31,Salaried,3,609956.6,6493.45,600417.35,Personal,671,2,199513.75,12.7749,0.984361,0
